YEAR,MO,DY,HR,T2M,T2MDEW,QV2M,PRECTOTCORR,WS2M
2018,8,4,20,14.87,10.33,7.93,0,0.77
2018,8,4,21,14.05,10.94,8.24,0,0.72
2018,8,4,22,13.47,11.45,8.54,0,0.69
2018,8,4,23,13.02,11.87,8.79,0,0.68
2018,8,5,0,12.52,12.09,8.91,0,0.66
2018,8,5,1,11.76,12.23,8.97,0,0.66
2018,8,5,2,11.37,12.34,9.09,0,0.68
2018,8,5,3,11.08,12.37,9.09,0,0.69
2018,8,5,4,10.88,12.37,9.09,0,0.68
2018,8,5,5,11.55,12.37,9.09,0,0.65
2018,8,5,6,14.48,12.62,9.22,0,0.73
2018,8,5,7,16.81,12.74,9.28,0,0.8
2018,8,5,8,19.15,12.17,8.97,0,0.85
2018,8,5,9,21.75,10.92,8.24,0,0.94
2018,8,5,10,23.89,9.85,7.75,0,1.07
2018,8,5,11,25.51,8.37,7.02,0,1.28
2018,8,5,12,26.72,6.3,6.16,0,1.51
2018,8,5,13,27.3,5.4,5.8,0,1.64
2018,8,5,14,27.59,4.94,5.62,0,1.66
2018,8,5,15,27.25,4.51,5.43,0,1.67
2018,8,5,16,26.22,4.23,5.31,0,1.68
2018,8,5,17,24.3,4.62,5.43,0,1.6
2018,8,5,18,20.97,6.11,6.04,0,1.3
2018,8,5,19,16.94,8.23,6.9,0,0.88
2018,8,5,20,14.95,9.8,7.69,0,0.76
2018,8,5,21,13.82,10.7,8.12,0,0.64
2018,8,5,22,13.13,11.26,8.42,0,0.58
2018,8,5,23,12.26,11.58,8.61,0,0.52
2018,8,6,0,11.71,11.73,8.67,0,0.5
2018,8,6,1,11.28,11.83,8.73,0,0.5
2018,8,6,2,10.98,11.87,8.79,0,0.5
2018,8,6,3,10.69,11.89,8.79,0,0.49
2018,8,6,4,10.56,11.89,8.79,0,0.58
2018,8,6,5,10.92,11.87,8.79,0,0.6
2018,8,6,6,13.3,11.9,8.79,0,0.43
2018,8,6,7,15.36,11.62,8.61,0,0.33
2018,8,6,8,18.62,10.87,8.18,0,0.43
2018,8,6,9,22.55,9.6,7.57,0,0.65
2018,8,6,10,26.02,8.01,6.84,0,0.93
2018,8,6,11,28.44,6.2,6.04,0,1.18
2018,8,6,12,30.02,4.67,5.49,0,1.45
2018,8,6,13,30.79,4.53,5.43,0,1.63
2018,8,6,14,30.69,4.72,5.49,0,1.76
2018,8,6,15,30,5.01,5.55,0,1.81
2018,8,6,16,28.69,5.45,5.74,0,1.77
2018,8,6,17,26.53,6.08,5.98,0,1.62
2018,8,6,18,22.63,7.28,6.47,0,1.21
2018,8,6,19,18.12,8.69,7.14,0,0.81
2018,8,6,20,16.28,9.64,7.57,0,0.73
2018,8,6,21,15.23,10.02,7.81,0,0.61
2018,8,6,22,14.43,10.34,7.93,0,0.54
2018,8,6,23,13.69,10.68,8.12,0,0.54
2018,8,7,0,12.97,10.99,8.3,0,0.53
2018,8,7,1,12.19,11.52,8.61,0,0.52
2018,8,7,2,11.77,12.01,8.85,0,0.47
2018,8,7,3,11.48,12.19,8.97,0,0.45
2018,8,7,4,11.4,12.32,9.03,0,0.64
2018,8,7,5,11.63,12.39,9.09,0,0.62
2018,8,7,6,13.84,12.52,9.16,0,0.54
2018,8,7,7,15.9,12.69,9.28,0,0.56
2018,8,7,8,18.65,12.57,9.22,0,0.69
2018,8,7,9,21.18,11.68,8.67,0,0.79
2018,8,7,10,23.4,10.56,8.06,0,0.93
2018,8,7,11,24.58,9.44,7.51,0,1.11
2018,8,7,12,24.57,8.93,7.26,0,1.28
2018,8,7,13,24.44,8.13,6.9,0,1.39
2018,8,7,14,24.13,6.86,6.35,0,1.43
2018,8,7,15,23.36,5.56,5.86,0,1.43
2018,8,7,16,22.12,4.7,5.55,0,1.4
2018,8,7,17,20.33,4.58,5.49,0,1.3
2018,8,7,18,17.52,5.24,5.74,0,1.04
2018,8,7,19,14.68,6.83,6.35,0,0.76
2018,8,7,20,13.44,8.59,7.14,0,0.71
2018,8,7,21,12.53,9.97,7.81,0,0.64
2018,8,7,22,11.86,10.85,8.24,0,0.6
2018,8,7,23,11.4,11.33,8.54,0,0.55
2018,8,8,0,11.08,11.58,8.67,0,0.64
2018,8,8,1,10.79,11.82,8.79,0,0.75
2018,8,8,2,10.51,12,8.85,0,0.76
2018,8,8,3,10.24,12.06,8.91,0,0.65
2018,8,8,4,10.42,12.16,8.97,0,0.83
2018,8,8,5,11.19,12.3,9.03,0,0.64
2018,8,8,6,14.09,12.69,9.28,0,0.44
2018,8,8,7,16.68,13.24,9.58,0,0.37
2018,8,8,8,19.31,12.81,9.34,0,0.34
2018,8,8,9,22.56,11.24,8.42,0,0.41
2018,8,8,10,25.19,9.11,7.39,0,0.65
2018,8,8,11,27.03,7.09,6.53,0,0.9
2018,8,8,12,28.07,5.83,6.04,0,1.08
2018,8,8,13,28.57,5.3,5.86,0,1.18
2018,8,8,14,28.62,5.23,5.8,0,1.22
2018,8,8,15,27.96,5.33,5.86,0,1.23
2018,8,8,16,26.56,5.57,5.92,0,1.19
2018,8,8,17,24.13,6.05,6.1,0,1.14
2018,8,8,18,20.29,7.05,6.47,0,0.97
2018,8,8,19,16.69,8.37,7.02,0,0.66
2018,8,8,20,15,9.08,7.32,0,0.51
2018,8,8,21,13.88,9.33,7.45,0,0.41
2018,8,8,22,13.36,9.4,7.45,0,0.5
2018,8,8,23,13.08,9.48,7.51,0,0.6
2018,8,9,0,12.66,9.68,7.63,0,0.62
2018,8,9,1,12.12,10.19,7.87,0,0.6
2018,8,9,2,11.58,10.88,8.24,0,0.63
2018,8,9,3,11.19,11.36,8.54,0,0.68
2018,8,9,4,11.16,11.42,8.54,0,0.74
2018,8,9,5,11.62,11.33,8.48,0,0.67
2018,8,9,6,13.62,11.19,8.42,0,0.3
2018,8,9,7,16.36,10.73,8.18,0,0.28
2018,8,9,8,20.32,8.89,7.2,0,0.41
2018,8,9,9,23.71,7.87,6.77,0,0.54
2018,8,9,10,26.65,6.32,6.1,0,0.75
2018,8,9,11,28.7,5.35,5.74,0,0.94
2018,8,9,12,30,4.9,5.62,0,1.08
2018,8,9,13,30.55,4.98,5.62,0,1.19
2018,8,9,14,30.44,5.33,5.8,0,1.24
2018,8,9,15,29.66,5.62,5.86,0,1.23
2018,8,9,16,28.3,5.83,5.98,0,1.16
2018,8,9,17,26.15,6.18,6.1,0,1.06
2018,8,9,18,22.38,7.11,6.47,0,0.79
2018,8,9,19,17.85,8.46,7.02,0,0.55
2018,8,9,20,16.45,9.23,7.39,0,0.47
2018,8,9,21,15.5,9.56,7.57,0,0.54
2018,8,9,22,14.61,9.8,7.69,0,0.4
2018,8,9,23,13.91,9.98,7.75,0,0.37
2018,8,10,0,13.52,10.08,7.81,0,0.5
2018,8,10,1,13.37,10.14,7.87,0,0.49
2018,8,10,2,13.27,10.22,7.93,0,0.46
2018,8,10,3,13.06,10.31,8,0,0.46
2018,8,10,4,12.83,10.51,8.06,0,0.49
2018,8,10,5,12.9,10.76,8.24,0,0.48
2018,8,10,6,15.18,10.9,8.3,0,0.36
2018,8,10,7,18.15,10.48,8.06,0,0.39
2018,8,10,8,22.37,8.02,6.84,0,0.51
2018,8,10,9,25.54,7.02,6.35,0,0.72
2018,8,10,10,27.99,6.23,6.04,0,0.95
2018,8,10,11,29.34,6.17,6.04,0,1.19
2018,8,10,12,30.3,6.19,6.1,0,1.36
2018,8,10,13,30.53,6.32,6.16,0,1.5
2018,8,10,14,30.01,6.68,6.29,0,1.54
2018,8,10,15,29.05,6.98,6.41,0,1.53
2018,8,10,16,27.45,7.39,6.59,0,1.48
2018,8,10,17,25.01,8.02,6.84,0,1.35
2018,8,10,18,21.59,8.59,7.08,0,1.08
2018,8,10,19,18.39,9.22,7.39,0,0.73
2018,8,10,20,16.77,9.84,7.69,0,0.62
2018,8,10,21,15.87,10.27,7.87,0,0.57
2018,8,10,22,15.25,10.55,8.06,0,0.52
2018,8,10,23,14.51,10.7,8.12,0,0.46
2018,8,11,0,14.07,10.77,8.18,0,0.43
2018,8,11,1,13.71,11.17,8.42,0,0.38
2018,8,11,2,13.41,11.92,8.85,0,0.37
2018,8,11,3,13.27,12.7,9.28,0,0.39
2018,8,11,4,13.05,13.24,9.58,0,0.43
2018,8,11,5,13.31,13.47,9.77,0,0.48
2018,8,11,6,15.51,13.74,9.89,0,0.58
2018,8,11,7,18.1,13.94,10.07,0,0.56
2018,8,11,8,21.13,13.53,9.77,0,0.72
2018,8,11,9,23.82,12.2,8.97,0,0.91
2018,8,11,10,25.76,10.61,8.12,0,1.13
2018,8,11,11,27.11,9.08,7.32,0,1.34
2018,8,11,12,27.43,8.47,7.02,0,1.53
2018,8,11,13,26.9,8.55,7.08,0,1.65
2018,8,11,14,25.83,8.84,7.26,0,1.65
2018,8,11,15,24.58,9.05,7.32,0,1.54
2018,8,11,16,23.15,9.18,7.39,0,1.39
2018,8,11,17,21.26,9.59,7.57,0,1.24
2018,8,11,18,18.58,10.8,8.24,0,1.07
2018,8,11,19,16.31,12.02,8.91,0,0.94
2018,8,11,20,15.23,12.74,9.34,0,0.85
2018,8,11,21,14.58,13.15,9.58,0,0.72
2018,8,11,22,14.15,13.26,9.64,0,0.66
2018,8,11,23,13.84,13.26,9.64,0,0.61
2018,8,12,0,13.38,13.24,9.64,0,0.58
2018,8,12,1,12.98,13.24,9.64,0,0.56
2018,8,12,2,12.71,13.22,9.58,0,0.54
2018,8,12,3,12.45,13.18,9.58,0,0.49
2018,8,12,4,12.19,13.12,9.52,0,0.46
2018,8,12,5,12.68,13.09,9.52,0,0.42
2018,8,12,6,14.98,13.07,9.52,0,0.49
2018,8,12,7,17.62,12.4,9.09,0,0.54
2018,8,12,8,20.51,11.75,8.73,0,0.64
2018,8,12,9,23.55,10.76,8.24,0,0.78
2018,8,12,10,25.98,9.26,7.51,0,0.93
2018,8,12,11,27.6,7.83,6.84,0,1.06
2018,8,12,12,28.36,6.44,6.29,0,1.21
2018,8,12,13,28.48,5.58,5.98,0,1.34
2018,8,12,14,27.89,5.37,5.86,0,1.44
2018,8,12,15,26.59,5.57,5.92,0,1.5
2018,8,12,16,24.77,6.04,6.04,0,1.49
2018,8,12,17,22.28,7.01,6.41,0,1.39
2018,8,12,18,19,8.58,7.08,0,1.21
2018,8,12,19,16.34,10.01,7.81,0,0.87
2018,8,12,20,15.06,10.98,8.3,0,0.69
2018,8,12,21,14.35,11.51,8.61,0,0.62
2018,8,12,22,13.76,11.87,8.79,0,0.59
2018,8,12,23,13.12,12.15,8.97,0,0.59
2018,8,13,0,12.73,12.26,9.03,0,0.6
2018,8,13,1,12.38,12.39,9.09,0,0.62
2018,8,13,2,12.04,12.51,9.16,0,0.63
2018,8,13,3,11.76,12.55,9.22,0,0.64
2018,8,13,4,11.53,12.55,9.16,0.01,0.66
2018,8,13,5,11.73,12.51,9.16,0.01,0.68
2018,8,13,6,14.23,12.49,9.16,0,0.73
2018,8,13,7,16.16,12.09,8.91,0,0.65
2018,8,13,8,18.62,10.94,8.24,0,0.68
2018,8,13,9,21.26,9.42,7.45,0,0.76
2018,8,13,10,23.58,7.77,6.71,0,0.88
2018,8,13,11,25.18,6.1,6.04,0,1.09
2018,8,13,12,25.42,5.74,5.92,0,1.28
2018,8,13,13,24.9,5.47,5.8,0,1.42
2018,8,13,14,23.69,5.12,5.68,0,1.5
2018,8,13,15,22.14,4.64,5.49,0,1.48
2018,8,13,16,20.47,4,5.25,0,1.41
2018,8,13,17,18.52,3.8,5.19,0,1.32
2018,8,13,18,16.01,4.48,5.43,0,1.24
2018,8,13,19,13.98,6.55,6.23,0,1.15
2018,8,13,20,13.08,8.88,7.26,0,1.07
2018,8,13,21,12.55,10.39,8,0,0.99
2018,8,13,22,12.2,11.2,8.42,0,0.98
2018,8,13,23,11.96,11.54,8.61,0,1.02
2018,8,14,0,11.89,11.72,8.73,0.01,1.07
2018,8,14,1,11.77,11.87,8.79,0.01,1.05
2018,8,14,2,12.15,12.12,8.91,0.01,1.03
2018,8,14,3,12.4,12.3,9.03,0.01,0.98
2018,8,14,4,12.45,12.41,9.09,0,0.95
2018,8,14,5,12.65,12.47,9.16,0,0.93
2018,8,14,6,13.9,12.62,9.22,0,1.08
2018,8,14,7,15.49,12.3,9.03,0,1.1
2018,8,14,8,17.31,11.26,8.42,0,1.06
2018,8,14,9,19.13,10.26,7.87,0,1.06
2018,8,14,10,20.96,9.19,7.39,0,1.09
2018,8,14,11,22.23,8.36,6.96,0,1.18
2018,8,14,12,22.79,7.84,6.77,0,1.31
2018,8,14,13,22.6,7.87,6.77,0,1.46
2018,8,14,14,21.58,8.34,7.02,0,1.58
2018,8,14,15,20.05,8.76,7.2,0,1.64
2018,8,14,16,18.51,8.95,7.26,0,1.63
2018,8,14,17,16.98,8.9,7.26,0,1.61
2018,8,14,18,15.09,9.18,7.39,0,1.6
2018,8,14,19,13.59,10.21,7.87,0,1.43
2018,8,14,20,13.06,11.08,8.36,0,1.34
2018,8,14,21,12.77,11.39,8.54,0,1.32
2018,8,14,22,12.56,11.46,8.54,0,1.27
2018,8,14,23,12.44,11.49,8.54,0,1.2
2018,8,15,0,12.35,11.5,8.61,0,1.11
2018,8,15,1,12.24,11.55,8.61,0,1.03
2018,8,15,2,12.26,11.65,8.67,0,0.99
2018,8,15,3,12.4,11.79,8.73,0,0.99
2018,8,15,4,12.33,11.95,8.85,0,0.92
2018,8,15,5,12.13,12.13,8.91,0,0.86
2018,8,15,6,14.32,12.33,9.03,0,0.98
2018,8,15,7,16.08,12.28,9.03,0,0.89
2018,8,15,8,18.01,11.88,8.79,0,0.85
2018,8,15,9,19.99,11.23,8.42,0,0.87
2018,8,15,10,21.97,10.01,7.75,0,0.94
2018,8,15,11,23.48,8.93,7.2,0,1.1
2018,8,15,12,24.03,8.34,6.96,0,1.28
2018,8,15,13,23.83,8.42,7.02,0,1.46
2018,8,15,14,22.99,9.02,7.26,0,1.59
2018,8,15,15,21.58,9.51,7.51,0,1.65
2018,8,15,16,19.94,9.86,7.69,0,1.65
2018,8,15,17,18.13,10.37,8,0,1.62
2018,8,15,18,16.05,11.13,8.36,0,1.54
2018,8,15,19,14.54,11.84,8.79,0,1.38
2018,8,15,20,13.96,12.37,9.09,0,1.22
2018,8,15,21,13.63,12.69,9.28,0,1.08
2018,8,15,22,13.38,12.8,9.34,0,1.02
2018,8,15,23,13.17,12.82,9.34,0,1.01
2018,8,16,0,13.06,12.8,9.34,0,1.01
2018,8,16,1,12.92,12.77,9.34,0,1.03
2018,8,16,2,12.87,12.61,9.22,0,1.06
2018,8,16,3,12.73,12.41,9.09,0,1.02
2018,8,16,4,12.08,12.21,8.97,0,0.87
2018,8,16,5,11.83,12.08,8.85,0,0.77
2018,8,16,6,14.14,11.9,8.79,0,0.83
2018,8,16,7,16.26,11.41,8.48,0,0.69
2018,8,16,8,18.67,10.86,8.18,0,0.71
2018,8,16,9,21.05,10.33,7.93,0,0.82
2018,8,16,10,23.51,9.22,7.32,0,0.88
2018,8,16,11,25.78,8.24,6.9,0,0.88
2018,8,16,12,27.59,6.67,6.23,0,0.99
2018,8,16,13,28.12,5.75,5.92,0,1.24
2018,8,16,14,27.44,5.58,5.86,0,1.44
2018,8,16,15,26.36,5.8,5.92,0,1.47
2018,8,16,16,24.65,6.33,6.1,0,1.44
2018,8,16,17,22.07,7.01,6.41,0,1.37
2018,8,16,18,18.76,7.9,6.77,0,1.22
2018,8,16,19,16.14,8.83,7.2,0,1.06
2018,8,16,20,15.09,9.66,7.57,0,0.91
2018,8,16,21,14.54,10.44,8,0,0.79
2018,8,16,22,14.13,11.15,8.36,0,0.82
2018,8,16,23,13.62,11.7,8.67,0,0.72
2018,8,17,0,13.17,12.11,8.91,0,0.57
2018,8,17,1,12.88,12.54,9.16,0,0.52
2018,8,17,2,12.71,12.87,9.34,0,0.66
2018,8,17,3,12.59,13.01,9.46,0,0.73
2018,8,17,4,12.68,13.09,9.46,0,0.77
2018,8,17,5,12.98,13.12,9.52,0,0.7
2018,8,17,6,15.02,13.21,9.58,0,0.34
2018,8,17,7,17.58,12.96,9.4,0,0.34
2018,8,17,8,20.38,12.4,9.03,0,0.42
2018,8,17,9,23.62,10.95,8.3,0,0.55
2018,8,17,10,26.46,9.04,7.32,0,0.74
2018,8,17,11,28.25,7.46,6.65,0,0.99
2018,8,17,12,29.15,6.85,6.41,0,1.18
2018,8,17,13,29.44,7.19,6.53,0,1.26
2018,8,17,14,29.12,7.98,6.84,0,1.27
2018,8,17,15,28.18,8.43,7.02,0,1.24
2018,8,17,16,26.72,8.61,7.08,0,1.18
2018,8,17,17,24.5,8.48,7.02,0,1.08
2018,8,17,18,21.25,8.55,7.08,0,0.9
2018,8,17,19,18.44,9.01,7.26,0,0.67
2018,8,17,20,17.09,9.32,7.39,0,0.46
2018,8,17,21,16.11,9.22,7.39,0,0.43
2018,8,17,22,15.56,8.94,7.26,0,0.43
2018,8,17,23,15.26,8.61,7.08,0,0.58
2018,8,18,0,15.06,8.36,7.02,0,0.67
2018,8,18,1,14.75,8.62,7.14,0,0.71
2018,8,18,2,14.3,9.29,7.45,0,0.71
2018,8,18,3,13.94,9.9,7.75,0,0.72
2018,8,18,4,13.59,10.37,8,0,0.74
2018,8,18,5,13.46,10.69,8.18,0,0.74
2018,8,18,6,15.59,10.82,8.24,0,0.42
2018,8,18,7,18.48,10.3,7.93,0,0.33
2018,8,18,8,22.64,6.63,6.23,0,0.44
2018,8,18,9,25.96,4.52,5.43,0,0.62
2018,8,18,10,28.32,2.15,4.7,0,0.89
2018,8,18,11,29.55,0.78,4.39,0,1.15
2018,8,18,12,30.19,0.07,4.33,0,1.31
2018,8,18,13,30.24,0.32,4.39,0,1.37
2018,8,18,14,29.72,1.19,4.64,0,1.38
2018,8,18,15,28.83,1.98,4.88,0,1.34
2018,8,18,16,27.44,2.77,5.13,0,1.28
2018,8,18,17,25.13,3.94,5.43,0,1.17
2018,8,18,18,21.46,6.11,6.16,0,0.88
2018,8,18,19,17.65,8.43,7.08,0,0.57
2018,8,18,20,15.97,9.58,7.63,0,0.5
2018,8,18,21,14.76,9.81,7.69,0,0.44
2018,8,18,22,14.05,9.78,7.69,0,0.48
2018,8,18,23,13.69,9.82,7.75,0,0.64
2018,8,19,0,13.39,10.02,7.81,0,0.71
2018,8,19,1,12.99,10.64,8.12,0,0.74
2018,8,19,2,12.55,11.65,8.67,0,0.74
2018,8,19,3,12.23,12.46,9.16,0,0.76
2018,8,19,4,12.11,12.79,9.34,0,0.81
2018,8,19,5,12.14,12.91,9.4,0,0.82
2018,8,19,6,14.32,13.06,9.46,0,0.5
2018,8,19,7,16.8,12.97,9.4,0,0.46
2018,8,19,8,19.52,12.08,8.91,0,0.59
2018,8,19,9,22.37,10.76,8.18,0,0.73
2018,8,19,10,24.78,8.74,7.26,0,0.89
2018,8,19,11,26.35,7.31,6.65,0,1.03
2018,8,19,12,27.19,6.23,6.23,0,1.14
2018,8,19,13,27.48,5.66,6.04,0,1.22
2018,8,19,14,27.26,5.43,5.92,0,1.24
2018,8,19,15,26.44,5.31,5.92,0,1.23
2018,8,19,16,25.05,5.3,5.86,0,1.19
2018,8,19,17,22.77,5.77,6.04,0,1.12
2018,8,19,18,19.17,7.04,6.53,0,0.93
2018,8,19,19,16.02,8.58,7.14,0,0.74
2018,8,19,20,14.69,9.14,7.39,0,0.86
2018,8,19,21,13.9,9.63,7.63,0,0.82
2018,8,19,22,13.39,10.04,7.81,0,0.76
2018,8,19,23,13.05,10.51,8.06,0,0.74
2018,8,20,0,12.8,11.09,8.42,0,0.76
2018,8,20,1,12.07,11.66,8.73,0,0.82
2018,8,20,2,11.08,12,8.91,0,0.88
2018,8,20,3,10.8,12.21,9.03,0,0.9
2018,8,20,4,11.08,12.27,9.03,0.06,0.89
2018,8,20,5,11.45,12.23,8.97,0.06,0.87
2018,8,20,6,13.62,12.65,9.28,0.05,0.92
2018,8,20,7,15.58,12.89,9.4,0.02,0.87
2018,8,20,8,17.94,12.38,9.09,0,0.73
2018,8,20,9,20.18,11.58,8.61,0,0.8
2018,8,20,10,22.1,10.5,8.06,0,0.9
2018,8,20,11,23.38,9.9,7.75,0,1.04
2018,8,20,12,24.23,9.25,7.45,0,1.18
2018,8,20,13,24.39,8.95,7.32,0,1.27
2018,8,20,14,23.91,8.87,7.26,0,1.29
2018,8,20,15,23.05,8.69,7.2,0,1.25
2018,8,20,16,21.87,8.34,7.02,0,1.18
2018,8,20,17,19.92,8.26,6.96,0,1.1
2018,8,20,18,17.15,8.57,7.08,0,0.98
2018,8,20,19,14.62,9.23,7.39,0,0.93
2018,8,20,20,13.37,10.07,7.81,0,0.98
2018,8,20,21,12.55,10.81,8.18,0.01,0.98
2018,8,20,22,11.79,11.41,8.54,0,0.93
2018,8,20,23,11.87,11.74,8.73,0,0.89
2018,8,21,0,12.25,11.87,8.79,0,0.87
2018,8,21,1,12.3,11.93,8.79,0,0.85
2018,8,21,2,12.11,11.97,8.85,0,0.86
2018,8,21,3,11.83,11.9,8.79,0,0.89
2018,8,21,4,12.33,11.78,8.73,0,0.93
2018,8,21,5,12.4,11.68,8.67,0,0.87
2018,8,21,6,13.45,11.41,8.48,0,0.91
2018,8,21,7,15,10.96,8.24,0,0.82
2018,8,21,8,16.98,11,8.3,0,0.7
2018,8,21,9,19.05,11.13,8.36,0,0.56
2018,8,21,10,20.98,10.8,8.18,0,0.61
2018,8,21,11,22.5,10.58,8.06,0,0.74
2018,8,21,12,23.54,10.41,8,0,0.9
2018,8,21,13,23.8,10.41,8,0,1.04
2018,8,21,14,23.42,10.3,7.93,0,1.15
2018,8,21,15,22.37,10.36,8,0,1.22
2018,8,21,16,20.82,10.49,8.06,0,1.25
2018,8,21,17,18.48,11.12,8.42,0,1.28
2018,8,21,18,15.92,12.08,8.91,0,1.26
2018,8,21,19,14.35,12.75,9.28,0,1.06
2018,8,21,20,13.8,12.89,9.4,0,1
2018,8,21,21,13.06,12.79,9.34,0,0.97
2018,8,21,22,12.42,12.69,9.28,0,0.94
2018,8,21,23,11.98,12.6,9.22,0,0.92
2018,8,22,0,11.73,12.56,9.16,0,0.89
2018,8,22,1,11.48,12.54,9.16,0,0.89
2018,8,22,2,11.22,12.6,9.22,0,0.87
2018,8,22,3,11.17,12.65,9.22,0,1.03
2018,8,22,4,11.34,12.66,9.22,0,1.13
2018,8,22,5,11.72,12.64,9.22,0,1.1
2018,8,22,6,13.83,12.69,9.22,0,0.66
2018,8,22,7,16.08,12.63,9.22,0,0.48
2018,8,22,8,18.26,12.48,9.16,0,0.4
2018,8,22,9,20.48,12.08,8.91,0,0.52
2018,8,22,10,22.55,11.48,8.54,0,0.75
2018,8,22,11,24.05,10.69,8.12,0,1.03
2018,8,22,12,24.85,9.78,7.69,0,1.3
2018,8,22,13,24.87,9.23,7.39,0,1.55
2018,8,22,14,24.31,9.07,7.32,0,1.68
2018,8,22,15,23.42,9.02,7.32,0,1.6
2018,8,22,16,22.01,9.22,7.39,0,1.45
2018,8,22,17,19.75,9.84,7.69,0,1.28
2018,8,22,18,16.71,10.72,8.18,0,1.13
2018,8,22,19,14.45,11.48,8.54,0,1.01
2018,8,22,20,13.23,11.84,8.73,0,0.95
2018,8,22,21,12.47,11.94,8.79,0,0.95
2018,8,22,22,11.95,11.96,8.79,0,0.93
2018,8,22,23,11.53,11.95,8.79,0,0.91
2018,8,23,0,11.15,11.97,8.79,0,0.91
2018,8,23,1,10.96,12.01,8.85,0,1.01
2018,8,23,2,10.83,12.11,8.91,0,1.12
2018,8,23,3,10.64,12.19,8.97,0,1.15
2018,8,23,4,10.5,12.25,8.97,0,1.17
2018,8,23,5,10.55,12.32,9.03,0,1.12
2018,8,23,6,13.62,12.32,9.03,0,1.06
2018,8,23,7,15.98,11.89,8.79,0,1.11
2018,8,23,8,17.82,11.61,8.61,0,0.92
2018,8,23,9,19.63,11.2,8.36,0,0.84
2018,8,23,10,21.24,10.37,7.93,0,0.9
2018,8,23,11,22.42,9.72,7.63,0,1.01
2018,8,23,12,23.26,9.12,7.32,0,1.13
2018,8,23,13,23.39,9.16,7.39,0,1.28
2018,8,23,14,22.84,9.68,7.63,0,1.38
2018,8,23,15,21.74,10.34,8,0,1.41
2018,8,23,16,20.09,11.12,8.36,0,1.4
2018,8,23,17,17.75,11.97,8.85,0,1.41
2018,8,23,18,15.43,12.56,9.22,0,1.35
2018,8,23,19,14.09,12.9,9.4,0,1.18
2018,8,23,20,13.6,12.86,9.34,0,1.17
2018,8,23,21,13.19,12.58,9.22,0,1.17
2018,8,23,22,13.15,12.25,8.97,0,1.15
2018,8,23,23,13.13,11.88,8.79,0,1.12
2018,8,24,0,12.99,11.65,8.67,0,1.08
2018,8,24,1,12.85,11.45,8.54,0,1.05
2018,8,24,2,12.59,11.23,8.42,0,1.05
2018,8,24,3,12.44,10.98,8.24,0,1.06
2018,8,24,4,12.23,10.78,8.18,0,1.06
2018,8,24,5,12.04,10.63,8.06,0,1.07
2018,8,24,6,13.3,10.46,8,0,1.2
2018,8,24,7,15.01,10.13,7.81,0,1.2
2018,8,24,8,17.09,9.85,7.69,0,1.1
2018,8,24,9,19.25,9.61,7.57,0,0.88
2018,8,24,10,21.23,8.71,7.14,0,0.87
2018,8,24,11,22.79,7.89,6.77,0,1
2018,8,24,12,23.69,7.26,6.53,0,1.17
2018,8,24,13,23.87,6.99,6.41,0,1.38
2018,8,24,14,23.36,7.39,6.59,0,1.52
2018,8,24,15,22.35,8.04,6.9,0,1.55
2018,8,24,16,20.95,8.72,7.2,0,1.5
2018,8,24,17,18.85,9.55,7.57,0,1.46
2018,8,24,18,16.11,10.51,8.06,0,1.39
2018,8,24,19,13.94,11.45,8.54,0,1.13
2018,8,24,20,12.76,11.94,8.85,0,1.02
2018,8,24,21,11.95,12.12,8.91,0,1
2018,8,24,22,11.44,12.08,8.91,0,0.98
2018,8,24,23,11.09,11.99,8.85,0,0.95
2018,8,25,0,10.74,11.87,8.79,0,0.92
2018,8,25,1,10.4,11.79,8.73,0,0.91
2018,8,25,2,10.19,11.71,8.73,0,0.91
2018,8,25,3,10.15,11.62,8.67,0,1.08
2018,8,25,4,10.06,11.54,8.61,0,1.12
2018,8,25,5,10.12,11.48,8.54,0,1.14
2018,8,25,6,12.32,11.44,8.54,0,0.84
2018,8,25,7,14.62,11.03,8.3,0,0.81
2018,8,25,8,17.15,10.04,7.81,0,0.74
2018,8,25,9,19.83,9.52,7.51,0,0.66
2018,8,25,10,22.2,8.49,7.08,0,0.66
2018,8,25,11,24.18,7.62,6.71,0,0.86
2018,8,25,12,25.42,7.01,6.47,0,1.07
2018,8,25,13,25.98,6.61,6.35,0,1.26
2018,8,25,14,25.35,6.87,6.47,0,1.4
2018,8,25,15,23.15,7.73,6.84,0,1.43
2018,8,25,16,20.55,9.04,7.39,0,1.42
2018,8,25,17,18.11,10.21,7.93,0,1.32
2018,8,25,18,15.81,10.9,8.3,0,1.18
2018,8,25,19,13.45,11.75,8.73,0,0.98
2018,8,25,20,12.2,12.29,9.03,0,0.97
2018,8,25,21,11.62,12.45,9.09,0,0.95
2018,8,25,22,11.13,12.4,9.09,0,0.9
2018,8,25,23,10.8,12.35,9.03,0,1.01
2018,8,26,0,10.54,12.35,9.03,0,1.12
2018,8,26,1,10.26,12.37,9.09,0,1.16
2018,8,26,2,10.11,12.29,9.03,0,1.15
2018,8,26,3,9.95,12.01,8.85,0,1.02
2018,8,26,4,10.01,11.73,8.67,0,0.86
2018,8,26,5,10.1,11.53,8.54,0,0.82
2018,8,26,6,12.5,11.39,8.48,0,0.88
2018,8,26,7,14.65,10.9,8.24,0,0.89
2018,8,26,8,17.07,10.3,7.87,0,0.88
