,_id,clusterID,connectionTime,disconnectTime,doneChargingTime,kWhDelivered,sessionID,siteID,spaceID,stationID,timezone,userID
473,5d99358ef9af8b51866496b9,0102,"Thu, 19 Sep 2019 20:29:39 GMT","Fri, 20 Sep 2019 04:08:49 GMT","Fri, 20 Sep 2019 04:08:40 GMT",24.297,19_102_260_1640_2019-09-19 20:29:39.227302,0019,08,19-102-260-1640,America/Los_Angeles,
474,5d9a8710f9af8b557a05a451,0102,"Fri, 20 Sep 2019 13:55:54 GMT","Fri, 20 Sep 2019 20:42:19 GMT","Fri, 20 Sep 2019 19:14:34 GMT",32.59,19_102_260_1635_2019-09-20 13:55:53.990541,0019,01,19-102-260-1635,America/Los_Angeles,
475,5d9a8710f9af8b557a05a452,0102,"Fri, 20 Sep 2019 14:46:28 GMT","Fri, 20 Sep 2019 21:55:33 GMT","Fri, 20 Sep 2019 20:52:57 GMT",32.154,19_102_260_1633_2019-09-20 14:46:28.281113,0019,02,19-102-260-1633,America/Los_Angeles,
476,5d9a8710f9af8b557a05a453,0102,"Fri, 20 Sep 2019 14:56:00 GMT","Fri, 20 Sep 2019 21:30:16 GMT","Fri, 20 Sep 2019 16:54:52 GMT",5.9,19_102_260_1638_2019-09-20 14:56:00.079185,0019,04,19-102-260-1638,America/Los_Angeles,
477,5d9a8710f9af8b557a05a454,0102,"Fri, 20 Sep 2019 15:44:35 GMT","Fri, 20 Sep 2019 21:01:06 GMT","Fri, 20 Sep 2019 21:00:58 GMT",32.918,19_102_260_1634_2019-09-20 15:44:35.508198,0019,03,19-102-260-1634,America/Los_Angeles,
478,5d9a8710f9af8b557a05a455,0102,"Fri, 20 Sep 2019 16:17:54 GMT","Fri, 20 Sep 2019 18:32:36 GMT","Fri, 20 Sep 2019 18:32:32 GMT",14.141,19_102_260_1637_2019-09-20 16:17:53.607745,0019,07,19-102-260-1637,America/Los_Angeles,
479,5d9a8710f9af8b557a05a456,0102,"Fri, 20 Sep 2019 17:00:29 GMT","Sat, 21 Sep 2019 01:14:43 GMT","Fri, 20 Sep 2019 20:35:50 GMT",22.431,19_102_260_1639_2019-09-20 17:00:28.689876,0019,05,19-102-260-1639,America/Los_Angeles,
480,5d9a8710f9af8b557a05a457,0102,"Fri, 20 Sep 2019 19:46:53 GMT","Sat, 21 Sep 2019 03:47:23 GMT","Sat, 21 Sep 2019 02:35:08 GMT",17.653,19_102_260_1640_2019-09-20 19:46:53.229595,0019,08,19-102-260-1640,America/Los_Angeles,
481,5d9e7b8ff9af8b61136edc7b,0102,"Mon, 23 Sep 2019 14:07:29 GMT","Mon, 23 Sep 2019 19:06:31 GMT","Mon, 23 Sep 2019 15:54:08 GMT",11.019,19_102_260_1635_2019-09-23 14:07:28.742396,0019,01,19-102-260-1635,America/Los_Angeles,
482,5d9e7b8ff9af8b61136edc7c,0102,"Mon, 23 Sep 2019 15:13:04 GMT","Mon, 23 Sep 2019 22:13:56 GMT","Mon, 23 Sep 2019 17:12:28 GMT",5.908,19_102_260_1633_2019-09-23 15:13:04.123117,0019,02,19-102-260-1633,America/Los_Angeles,
483,5d9e7b8ff9af8b61136edc7d,0102,"Mon, 23 Sep 2019 15:35:31 GMT","Mon, 23 Sep 2019 20:27:47 GMT","Mon, 23 Sep 2019 19:19:16 GMT",20.076,19_102_260_1634_2019-09-23 15:35:30.596788,0019,03,19-102-260-1634,America/Los_Angeles,
484,5d9e7b8ff9af8b61136edc7e,0102,"Mon, 23 Sep 2019 16:05:01 GMT","Mon, 23 Sep 2019 22:22:13 GMT","Mon, 23 Sep 2019 16:38:11 GMT",3.2,19_102_260_1638_2019-09-23 16:05:01.412829,0019,04,19-102-260-1638,America/Los_Angeles,
485,5d9e7b8ff9af8b61136edc7f,0102,"Mon, 23 Sep 2019 17:33:20 GMT","Mon, 23 Sep 2019 23:48:29 GMT","Mon, 23 Sep 2019 21:25:26 GMT",23.45,19_102_260_1639_2019-09-23 17:33:19.581762,0019,05,19-102-260-1639,America/Los_Angeles,
486,5d9e7b8ff9af8b61136edc80,0102,"Mon, 23 Sep 2019 18:37:59 GMT","Tue, 24 Sep 2019 02:34:53 GMT","Mon, 23 Sep 2019 23:46:52 GMT",28.883,19_102_260_1636_2019-09-23 18:37:59.426606,0019,06,19-102-260-1636,America/Los_Angeles,
487,5d9fcd0ef9af8b68322adaee,0102,"Tue, 24 Sep 2019 14:48:54 GMT","Tue, 24 Sep 2019 23:04:38 GMT","Tue, 24 Sep 2019 22:59:38 GMT",46.018,19_102_260_1633_2019-09-24 14:48:53.956440,0019,02,19-102-260-1633,America/Los_Angeles,
488,5d9fcd0ef9af8b68322adaef,0102,"Tue, 24 Sep 2019 15:01:35 GMT","Wed, 25 Sep 2019 01:37:01 GMT","Tue, 24 Sep 2019 17:03:08 GMT",6.06,19_102_260_1638_2019-09-24 15:01:34.606843,0019,04,19-102-260-1638,America/Los_Angeles,
489,5d9fcd0ef9af8b68322adaf0,0102,"Tue, 24 Sep 2019 18:31:51 GMT","Wed, 25 Sep 2019 00:39:39 GMT","Tue, 24 Sep 2019 23:12:49 GMT",25.487,19_102_260_1635_2019-09-24 18:31:50.542660,0019,01,19-102-260-1635,America/Los_Angeles,
490,5d9fcd0ef9af8b68322adaf1,0102,"Tue, 24 Sep 2019 20:22:53 GMT","Wed, 25 Sep 2019 04:00:44 GMT","Wed, 25 Sep 2019 04:00:31 GMT",24.454,19_102_260_1640_2019-09-24 20:22:53.167651,0019,08,19-102-260-1640,America/Los_Angeles,
491,5d9fcd0ef9af8b68322adaf2,0102,"Tue, 24 Sep 2019 22:19:43 GMT","Wed, 25 Sep 2019 00:50:11 GMT","Wed, 25 Sep 2019 00:50:07 GMT",6.873,19_102_260_1634_2019-09-24 22:19:43.027448,0019,03,19-102-260-1634,America/Los_Angeles,
492,5da11e91f9af8b6dc7e1252f,0102,"Wed, 25 Sep 2019 13:57:03 GMT","Wed, 25 Sep 2019 20:47:29 GMT","Wed, 25 Sep 2019 18:52:36 GMT",27.853,19_102_260_1635_2019-09-25 13:57:03.022840,0019,01,19-102-260-1635,America/Los_Angeles,
493,5da11e91f9af8b6dc7e12530,0102,"Wed, 25 Sep 2019 15:04:28 GMT","Wed, 25 Sep 2019 19:55:06 GMT","Wed, 25 Sep 2019 17:04:55 GMT",5.925,19_102_260_1633_2019-09-25 15:04:27.939144,0019,02,19-102-260-1633,America/Los_Angeles,
494,5da11e91f9af8b6dc7e12531,0102,"Wed, 25 Sep 2019 15:58:48 GMT","Wed, 25 Sep 2019 16:30:03 GMT","Wed, 25 Sep 2019 16:29:59 GMT",3.267,19_102_260_1634_2019-09-25 15:58:47.666457,0019,03,19-102-260-1634,America/Los_Angeles,
495,5da11e91f9af8b6dc7e12532,0102,"Wed, 25 Sep 2019 18:36:29 GMT","Thu, 26 Sep 2019 00:26:37 GMT","Wed, 25 Sep 2019 20:33:19 GMT",11.625,19_102_260_1636_2019-09-25 18:36:28.964715,0019,06,19-102-260-1636,America/Los_Angeles,
496,5da11e91f9af8b6dc7e12533,0102,"Wed, 25 Sep 2019 18:41:40 GMT","Wed, 25 Sep 2019 21:14:18 GMT","Wed, 25 Sep 2019 20:14:51 GMT",8.941,19_102_260_1638_2019-09-25 18:41:39.925295,0019,04,19-102-260-1638,America/Los_Angeles,
497,5da11e91f9af8b6dc7e12534,0102,"Wed, 25 Sep 2019 19:22:15 GMT","Sat, 28 Sep 2019 04:48:46 GMT","Fri, 27 Sep 2019 14:29:26 GMT",52.744,19_102_260_1640_2019-09-25 19:22:15.170146,0019,08,19-102-260-1640,America/Los_Angeles,
498,5da11e91f9af8b6dc7e12535,0102,"Wed, 25 Sep 2019 20:25:35 GMT","Thu, 26 Sep 2019 03:25:39 GMT","Thu, 26 Sep 2019 02:58:35 GMT",19.516,19_102_260_1637_2019-09-25 20:25:34.649545,0019,07,19-102-260-1637,America/Los_Angeles,
499,5da2700ef9af8b7196f13b7f,0102,"Thu, 26 Sep 2019 14:16:06 GMT","Thu, 26 Sep 2019 23:29:03 GMT","Thu, 26 Sep 2019 20:03:32 GMT",33.009,19_102_260_1635_2019-09-26 14:16:06.438683,0019,01,19-102-260-1635,America/Los_Angeles,
500,5da2700ef9af8b7196f13b80,0102,"Thu, 26 Sep 2019 14:39:31 GMT","Thu, 26 Sep 2019 22:26:53 GMT","Thu, 26 Sep 2019 22:26:44 GMT",48.361,19_102_260_1638_2019-09-26 14:39:30.560784,0019,04,19-102-260-1638,America/Los_Angeles,
501,5da2700ef9af8b7196f13b81,0102,"Thu, 26 Sep 2019 14:42:20 GMT","Fri, 27 Sep 2019 01:11:08 GMT","Thu, 26 Sep 2019 16:44:21 GMT",6.055,19_102_260_1633_2019-09-26 14:42:19.890260,0019,02,19-102-260-1633,America/Los_Angeles,
502,5da2700ef9af8b7196f13b82,0102,"Thu, 26 Sep 2019 18:28:52 GMT","Fri, 27 Sep 2019 01:46:49 GMT","Thu, 26 Sep 2019 20:03:30 GMT",9.448,19_102_260_1636_2019-09-26 18:28:51.896970,0019,06,19-102-260-1636,America/Los_Angeles,
503,5da2700ef9af8b7196f13b83,0102,"Thu, 26 Sep 2019 18:43:24 GMT","Thu, 26 Sep 2019 20:17:43 GMT","Thu, 26 Sep 2019 20:17:35 GMT",9.814,19_102_260_1634_2019-09-26 18:43:24.166760,0019,03,19-102-260-1634,America/Los_Angeles,
504,5da2700ef9af8b7196f13b84,0102,"Thu, 26 Sep 2019 18:57:16 GMT","Thu, 26 Sep 2019 19:44:38 GMT","Thu, 26 Sep 2019 19:44:33 GMT",2.404,19_102_260_1639_2019-09-26 18:57:16.469110,0019,05,19-102-260-1639,America/Los_Angeles,
505,5da3c18ff9af8b75a1124ad7,0102,"Fri, 27 Sep 2019 14:22:13 GMT","Fri, 27 Sep 2019 18:55:58 GMT","Fri, 27 Sep 2019 17:40:34 GMT",20.136,19_102_260_1635_2019-09-27 14:22:13.409140,0019,01,19-102-260-1635,America/Los_Angeles,
506,5da3c18ff9af8b75a1124ad8,0102,"Fri, 27 Sep 2019 14:30:27 GMT","Fri, 27 Sep 2019 20:10:43 GMT","Fri, 27 Sep 2019 19:32:45 GMT",24.787,19_102_260_1633_2019-09-27 14:30:26.564650,0019,02,19-102-260-1633,America/Los_Angeles,
507,5da3c18ff9af8b75a1124ad9,0102,"Fri, 27 Sep 2019 15:24:56 GMT","Fri, 27 Sep 2019 22:56:21 GMT","Fri, 27 Sep 2019 17:10:28 GMT",10.924,19_102_260_1634_2019-09-27 15:24:56.257438,0019,03,19-102-260-1634,America/Los_Angeles,
508,5da3c18ff9af8b75a1124ada,0102,"Fri, 27 Sep 2019 15:30:05 GMT","Sat, 28 Sep 2019 02:49:55 GMT","Fri, 27 Sep 2019 17:31:54 GMT",5.992,19_102_260_1638_2019-09-27 15:30:04.972903,0019,04,19-102-260-1638,America/Los_Angeles,
509,5da3c18ff9af8b75a1124adb,0102,"Fri, 27 Sep 2019 16:01:05 GMT","Fri, 27 Sep 2019 21:10:30 GMT","Fri, 27 Sep 2019 19:05:19 GMT",18.017,19_102_260_1636_2019-09-27 16:01:05.434537,0019,06,19-102-260-1636,America/Los_Angeles,
510,5da3c18ff9af8b75a1124adc,0102,"Fri, 27 Sep 2019 16:30:13 GMT","Fri, 27 Sep 2019 18:45:00 GMT","Fri, 27 Sep 2019 18:44:55 GMT",13.946,19_102_260_1639_2019-09-27 16:30:13.491743,0019,05,19-102-260-1639,America/Los_Angeles,
511,5da3c18ff9af8b75a1124add,0102,"Fri, 27 Sep 2019 18:26:50 GMT","Fri, 27 Sep 2019 19:45:23 GMT","Fri, 27 Sep 2019 19:45:15 GMT",8.329,19_102_260_1637_2019-09-27 18:26:50.248060,0019,07,19-102-260-1637,America/Los_Angeles,
512,5da3c18ff9af8b75a1124ade,0102,"Fri, 27 Sep 2019 20:02:20 GMT","Sat, 28 Sep 2019 00:54:05 GMT","Fri, 27 Sep 2019 20:20:43 GMT",1.331,19_102_260_1637_2019-09-27 20:02:20.064270,0019,07,19-102-260-1637,America/Los_Angeles,
513,5da3c18ff9af8b75a1124adf,0102,"Fri, 27 Sep 2019 20:40:59 GMT","Sat, 28 Sep 2019 03:38:19 GMT","Sat, 28 Sep 2019 03:38:06 GMT",22.063,19_102_260_1639_2019-09-27 20:40:59.069786,0019,05,19-102-260-1639,America/Los_Angeles,
514,5da7b610f9af8b04604275a1,0102,"Mon, 30 Sep 2019 14:17:08 GMT","Mon, 30 Sep 2019 22:21:27 GMT","Mon, 30 Sep 2019 17:17:17 GMT",18.428,19_102_260_1635_2019-09-30 14:17:08.352508,0019,01,19-102-260-1635,America/Los_Angeles,
515,5da7b610f9af8b04604275a2,0102,"Mon, 30 Sep 2019 15:11:27 GMT","Mon, 30 Sep 2019 22:20:59 GMT","Mon, 30 Sep 2019 19:34:33 GMT",21.081,19_102_260_1633_2019-09-30 15:11:26.929405,0019,02,19-102-260-1633,America/Los_Angeles,
516,5da7b610f9af8b04604275a3,0102,"Mon, 30 Sep 2019 15:28:28 GMT","Mon, 30 Sep 2019 19:57:41 GMT","Mon, 30 Sep 2019 17:32:27 GMT",6.096,19_102_260_1638_2019-09-30 15:28:27.603286,0019,04,19-102-260-1638,America/Los_Angeles,
517,5da7b610f9af8b04604275a4,0102,"Mon, 30 Sep 2019 16:00:50 GMT","Mon, 30 Sep 2019 22:00:49 GMT","Mon, 30 Sep 2019 16:22:46 GMT",2.116,19_102_260_1636_2019-09-30 16:00:50.494168,0019,06,19-102-260-1636,America/Los_Angeles,
518,5da7b610f9af8b04604275a5,0102,"Mon, 30 Sep 2019 16:18:23 GMT","Mon, 30 Sep 2019 18:57:00 GMT","Mon, 30 Sep 2019 18:08:04 GMT",10.426,19_102_260_1634_2019-09-30 16:18:23.000538,0019,03,19-102-260-1634,America/Los_Angeles,
519,5da7b610f9af8b04604275a6,0102,"Mon, 30 Sep 2019 18:16:32 GMT","Tue, 01 Oct 2019 01:57:52 GMT","Mon, 30 Sep 2019 21:49:51 GMT",22.033,19_102_260_1639_2019-09-30 18:16:32.189218,0019,05,19-102-260-1639,America/Los_Angeles,
520,5da7b610f9af8b04604275a7,0102,"Mon, 30 Sep 2019 20:11:13 GMT","Tue, 01 Oct 2019 00:03:51 GMT","Mon, 30 Sep 2019 20:39:15 GMT",2.291,19_102_260_1634_2019-09-30 20:11:12.946393,0019,03,19-102-260-1634,America/Los_Angeles,
521,5da9078ef9af8b08605ff733,0102,"Tue, 01 Oct 2019 14:00:51 GMT","Wed, 02 Oct 2019 00:03:12 GMT","Tue, 01 Oct 2019 19:52:18 GMT",36.1,19_102_260_1635_2019-10-01 14:00:51.233546,0019,01,19-102-260-1635,America/Los_Angeles,
522,5da9078ef9af8b08605ff734,0102,"Tue, 01 Oct 2019 14:39:24 GMT","Tue, 01 Oct 2019 19:28:11 GMT","Tue, 01 Oct 2019 19:28:03 GMT",28.258,19_102_260_1633_2019-10-01 14:39:23.912693,0019,02,19-102-260-1633,America/Los_Angeles,
523,5da9078ef9af8b08605ff736,0102,"Tue, 01 Oct 2019 16:13:47 GMT","Tue, 01 Oct 2019 18:43:20 GMT","Tue, 01 Oct 2019 16:50:49 GMT",3.576,19_102_260_1638_2019-10-01 16:13:46.604715,0019,04,19-102-260-1638,America/Los_Angeles,
524,5da9078ef9af8b08605ff737,0102,"Tue, 01 Oct 2019 17:33:48 GMT","Tue, 01 Oct 2019 22:50:58 GMT","Tue, 01 Oct 2019 22:50:53 GMT",32.972,19_102_260_1634_2019-10-01 17:33:47.867212,0019,03,19-102-260-1634,America/Los_Angeles,
525,5da9078ef9af8b08605ff738,0102,"Tue, 01 Oct 2019 18:55:48 GMT","Wed, 02 Oct 2019 02:11:27 GMT","Tue, 01 Oct 2019 20:48:22 GMT",11.18,19_102_260_1636_2019-10-01 18:55:48.391823,0019,06,19-102-260-1636,America/Los_Angeles,
526,5da9078ef9af8b08605ff73a,0102,"Tue, 01 Oct 2019 20:17:37 GMT","Wed, 02 Oct 2019 03:34:15 GMT","Wed, 02 Oct 2019 03:34:06 GMT",24.39,19_102_260_1640_2019-10-01 20:17:37.104725,0019,08,19-102-260-1640,America/Los_Angeles,
527,5da9078ef9af8b08605ff73b,0102,"Tue, 01 Oct 2019 20:25:59 GMT","Tue, 01 Oct 2019 21:26:01 GMT","Tue, 01 Oct 2019 21:25:52 GMT",2.724,19_102_260_1638_2019-10-01 20:25:58.876334,0019,04,19-102-260-1638,America/Los_Angeles,
528,5daa590ef9af8b0c8b439efb,0102,"Wed, 02 Oct 2019 13:53:18 GMT","Wed, 02 Oct 2019 23:49:32 GMT","Wed, 02 Oct 2019 18:50:34 GMT",30.624,19_102_260_1635_2019-10-02 13:53:18.414659,0019,01,19-102-260-1635,America/Los_Angeles,
529,5daa590ef9af8b0c8b439efc,0102,"Wed, 02 Oct 2019 15:32:12 GMT","Thu, 03 Oct 2019 01:06:10 GMT","Wed, 02 Oct 2019 16:54:21 GMT",3.937,19_102_260_1633_2019-10-02 15:32:12.101524,0019,02,19-102-260-1633,America/Los_Angeles,
530,5daa590ef9af8b0c8b439efd,0102,"Wed, 02 Oct 2019 16:38:21 GMT","Thu, 03 Oct 2019 00:52:07 GMT","Thu, 03 Oct 2019 00:51:27 GMT",43.02,19_102_260_1639_2019-10-02 16:38:20.871772,0019,05,19-102-260-1639,America/Los_Angeles,
531,5daa590ef9af8b0c8b439efe,0102,"Wed, 02 Oct 2019 17:13:15 GMT","Wed, 02 Oct 2019 21:35:11 GMT","Wed, 02 Oct 2019 21:35:07 GMT",27.737,19_102_260_1634_2019-10-02 17:13:15.286055,0019,03,19-102-260-1634,America/Los_Angeles,
532,5daa590ef9af8b0c8b439eff,0102,"Wed, 02 Oct 2019 19:55:05 GMT","Thu, 03 Oct 2019 03:23:32 GMT","Thu, 03 Oct 2019 03:23:19 GMT",26.237,19_102_260_1640_2019-10-02 19:55:04.635811,0019,08,19-102-260-1640,America/Los_Angeles,
533,5dabaa8ff9af8b10bf29b0e2,0102,"Thu, 03 Oct 2019 13:56:56 GMT","Thu, 03 Oct 2019 20:20:29 GMT","Thu, 03 Oct 2019 18:11:10 GMT",27.978570277777777,19_102_260_1635_2019-10-03 13:56:55.514027,0019,01,19-102-260-1635,America/Los_Angeles,
534,5dabaa8ff9af8b10bf29b0e3,0102,"Thu, 03 Oct 2019 14:33:53 GMT","Thu, 03 Oct 2019 20:15:24 GMT","Thu, 03 Oct 2019 16:31:57 GMT",5.898,19_102_260_1633_2019-10-03 14:33:52.608457,0019,02,19-102-260-1633,America/Los_Angeles,
535,5dabaa8ff9af8b10bf29b0e4,0102,"Thu, 03 Oct 2019 15:46:58 GMT","Thu, 03 Oct 2019 23:41:38 GMT","Thu, 03 Oct 2019 22:23:16 GMT",34.99,19_102_260_1638_2019-10-03 15:46:58.449203,0019,04,19-102-260-1638,America/Los_Angeles,
536,5dabaa8ff9af8b10bf29b0e5,0102,"Thu, 03 Oct 2019 16:06:53 GMT","Thu, 03 Oct 2019 18:56:59 GMT","Thu, 03 Oct 2019 16:46:17 GMT",3.847,19_102_260_1636_2019-10-03 16:06:52.815559,0019,06,19-102-260-1636,America/Los_Angeles,
537,5dabaa8ff9af8b10bf29b0e6,0102,"Thu, 03 Oct 2019 17:12:01 GMT","Thu, 03 Oct 2019 23:47:01 GMT","Thu, 03 Oct 2019 21:00:54 GMT",19.374,19_102_260_1634_2019-10-03 17:12:01.365472,0019,03,19-102-260-1634,America/Los_Angeles,
538,5dabaa8ff9af8b10bf29b0e7,0102,"Thu, 03 Oct 2019 18:30:04 GMT","Fri, 04 Oct 2019 00:29:24 GMT","Thu, 03 Oct 2019 20:03:00 GMT",9.244,19_102_260_1639_2019-10-03 18:30:04.179969,0019,05,19-102-260-1639,America/Los_Angeles,
539,5dacfc11f9af8b14d005d571,0102,"Fri, 04 Oct 2019 13:53:51 GMT","Fri, 04 Oct 2019 23:37:04 GMT","Fri, 04 Oct 2019 18:41:34 GMT",29.732,19_102_260_1635_2019-10-04 13:53:50.684567,0019,01,19-102-260-1635,America/Los_Angeles,
540,5dacfc11f9af8b14d005d572,0102,"Fri, 04 Oct 2019 14:42:45 GMT","Fri, 04 Oct 2019 22:50:36 GMT","Fri, 04 Oct 2019 19:07:53 GMT",21.535,19_102_260_1633_2019-10-04 14:42:44.524077,0019,02,19-102-260-1633,America/Los_Angeles,
541,5dacfc11f9af8b14d005d573,0102,"Fri, 04 Oct 2019 15:17:06 GMT","Fri, 04 Oct 2019 20:24:09 GMT","Fri, 04 Oct 2019 20:24:05 GMT",32.216,19_102_260_1634_2019-10-04 15:17:06.022125,0019,03,19-102-260-1634,America/Los_Angeles,
542,5dacfc11f9af8b14d005d574,0102,"Fri, 04 Oct 2019 17:02:54 GMT","Sat, 05 Oct 2019 01:34:24 GMT","Fri, 04 Oct 2019 19:00:55 GMT",5.861,19_102_260_1640_2019-10-04 17:02:54.325203,0019,08,19-102-260-1640,America/Los_Angeles,
543,5dacfc11f9af8b14d005d575,0102,"Fri, 04 Oct 2019 20:15:17 GMT","Fri, 04 Oct 2019 23:11:34 GMT","Fri, 04 Oct 2019 23:11:26 GMT",17.786,19_102_260_1639_2019-10-04 20:15:17.299727,0019,05,19-102-260-1639,America/Los_Angeles,
544,5dacfc11f9af8b14d005d576,0102,"Fri, 04 Oct 2019 20:39:35 GMT","Sat, 05 Oct 2019 04:11:15 GMT","Sat, 05 Oct 2019 04:11:03 GMT",23.992,19_102_260_1637_2019-10-04 20:39:34.836196,0019,07,19-102-260-1637,America/Los_Angeles,
545,5dacfc11f9af8b14d005d577,0102,"Fri, 04 Oct 2019 21:31:59 GMT","Sat, 05 Oct 2019 00:22:49 GMT","Sat, 05 Oct 2019 00:22:40 GMT",7.274,19_102_260_1638_2019-10-04 21:31:58.858610,0019,04,19-102-260-1638,America/Los_Angeles,
546,5dacfc11f9af8b14d005d578,0102,"Fri, 04 Oct 2019 22:05:49 GMT","Sat, 05 Oct 2019 02:16:27 GMT","Sat, 05 Oct 2019 02:16:23 GMT",10.393,19_102_260_1634_2019-10-04 22:05:49.427539,0019,03,19-102-260-1634,America/Los_Angeles,
547,5dacfc11f9af8b14d005d579,0102,"Fri, 04 Oct 2019 23:06:14 GMT","Sat, 05 Oct 2019 00:47:03 GMT","Sat, 05 Oct 2019 00:46:51 GMT",2.436,19_102_260_1633_2019-10-04 23:06:13.967648,0019,02,19-102-260-1633,America/Los_Angeles,
548,5dacfc11f9af8b14d005d57a,0102,"Fri, 04 Oct 2019 23:23:54 GMT","Sat, 05 Oct 2019 02:03:14 GMT","Sat, 05 Oct 2019 02:02:58 GMT",4.426,19_102_260_1636_2019-10-04 23:23:54.092676,0019,06,19-102-260-1636,America/Los_Angeles,
549,5db0f091f9af8b20d05f2c2b,0102,"Mon, 07 Oct 2019 14:00:37 GMT","Mon, 07 Oct 2019 21:54:50 GMT","Mon, 07 Oct 2019 15:43:52 GMT",10.725,19_102_260_1635_2019-10-07 14:00:37.463670,0019,01,19-102-260-1635,America/Los_Angeles,
550,5db0f091f9af8b20d05f2c2c,0102,"Mon, 07 Oct 2019 14:10:57 GMT","Mon, 07 Oct 2019 22:53:21 GMT","Mon, 07 Oct 2019 21:07:05 GMT",36.648,19_102_260_1633_2019-10-07 14:10:56.741115,0019,02,19-102-260-1633,America/Los_Angeles,
551,5db0f091f9af8b20d05f2c2d,0102,"Mon, 07 Oct 2019 15:04:24 GMT","Tue, 08 Oct 2019 01:03:51 GMT","Mon, 07 Oct 2019 17:06:37 GMT",6.117,19_102_260_1634_2019-10-07 15:04:24.049190,0019,03,19-102-260-1634,America/Los_Angeles,
552,5db0f091f9af8b20d05f2c2e,0102,"Mon, 07 Oct 2019 15:12:33 GMT","Mon, 07 Oct 2019 20:21:54 GMT","Mon, 07 Oct 2019 19:35:15 GMT",21.228,19_102_260_1638_2019-10-07 15:12:32.992854,0019,04,19-102-260-1638,America/Los_Angeles,
553,5db0f091f9af8b20d05f2c2f,0102,"Mon, 07 Oct 2019 15:26:30 GMT","Mon, 07 Oct 2019 18:37:53 GMT","Mon, 07 Oct 2019 16:23:46 GMT",5.375,19_102_260_1639_2019-10-07 15:26:30.151277,0019,05,19-102-260-1639,America/Los_Angeles,
554,5db0f091f9af8b20d05f2c30,0102,"Mon, 07 Oct 2019 16:30:55 GMT","Mon, 07 Oct 2019 21:49:27 GMT","Mon, 07 Oct 2019 20:29:19 GMT",21.636,19_102_260_1636_2019-10-07 16:30:54.706103,0019,06,19-102-260-1636,America/Los_Angeles,
555,5db0f091f9af8b20d05f2c31,0102,"Mon, 07 Oct 2019 17:28:56 GMT","Tue, 08 Oct 2019 00:33:52 GMT","Tue, 08 Oct 2019 00:33:48 GMT",19.002,19_102_260_1640_2019-10-07 17:28:55.907908,0019,08,19-102-260-1640,America/Los_Angeles,
556,5db0f091f9af8b20d05f2c32,0102,"Mon, 07 Oct 2019 18:19:06 GMT","Tue, 08 Oct 2019 01:13:59 GMT","Mon, 07 Oct 2019 21:02:42 GMT",16.459,19_102_260_1637_2019-10-07 18:19:05.820216,0019,07,19-102-260-1637,America/Los_Angeles,
557,5db0f091f9af8b20d05f2c33,0102,"Mon, 07 Oct 2019 20:08:20 GMT","Mon, 07 Oct 2019 23:05:28 GMT","Mon, 07 Oct 2019 20:32:33 GMT",1.91,19_102_260_1639_2019-10-07 20:08:19.817043,0019,05,19-102-260-1639,America/Los_Angeles,
558,5db2420ef9af8b2528d1d072,0102,"Tue, 08 Oct 2019 15:07:33 GMT","Tue, 08 Oct 2019 21:45:30 GMT","Tue, 08 Oct 2019 20:43:45 GMT",28.656,19_102_260_1635_2019-10-08 15:07:33.488560,0019,01,19-102-260-1635,America/Los_Angeles,
559,5db2420ef9af8b2528d1d073,0102,"Tue, 08 Oct 2019 15:25:14 GMT","Tue, 08 Oct 2019 21:49:11 GMT","Tue, 08 Oct 2019 17:25:21 GMT",5.931,19_102_260_1633_2019-10-08 15:25:13.667907,0019,02,19-102-260-1633,America/Los_Angeles,
560,5db2420ef9af8b2528d1d074,0102,"Tue, 08 Oct 2019 15:32:59 GMT","Tue, 08 Oct 2019 22:51:51 GMT","Tue, 08 Oct 2019 21:26:59 GMT",32.982,19_102_260_1634_2019-10-08 15:32:59.159860,0019,03,19-102-260-1634,America/Los_Angeles,
561,5db2420ef9af8b2528d1d075,0102,"Tue, 08 Oct 2019 19:02:12 GMT","Tue, 08 Oct 2019 22:08:47 GMT","Tue, 08 Oct 2019 22:08:43 GMT",19.237,19_102_260_1639_2019-10-08 19:02:11.557903,0019,05,19-102-260-1639,America/Los_Angeles,
562,5db2420ef9af8b2528d1d076,0102,"Tue, 08 Oct 2019 20:20:32 GMT","Wed, 09 Oct 2019 03:42:13 GMT","Wed, 09 Oct 2019 03:41:45 GMT",24.135,19_102_260_1640_2019-10-08 20:20:32.028442,0019,08,19-102-260-1640,America/Los_Angeles,
563,5db3938ef9af8b42ddf39584,0102,"Wed, 09 Oct 2019 13:59:39 GMT","Wed, 09 Oct 2019 23:42:49 GMT","Wed, 09 Oct 2019 15:50:58 GMT",11.508,19_102_260_1635_2019-10-09 13:59:39.110708,0019,01,19-102-260-1635,America/Los_Angeles,
564,5db3938ef9af8b42ddf39585,0102,"Wed, 09 Oct 2019 14:47:24 GMT","Wed, 09 Oct 2019 22:53:05 GMT","Wed, 09 Oct 2019 16:46:39 GMT",5.948,19_102_260_1633_2019-10-09 14:47:23.704248,0019,02,19-102-260-1633,America/Los_Angeles,
